time,open,high,low,close,Sprint Line EMA,Hull Baseline HMA,MA 20 Fast,MA 50 Mid,MA 200 Slow,Weinstein MA 150,Golden Cross,Death Cross,Zone 0 Long,Zone 0 Short,AVWAP Resistance,AVWAP Support,Buy Score,Sell Score,Stage 1 Base 2 Up 3 Top 4 Down,Stage Age Bars,Long Entry,Long Entry Zone Bot,Long Entry Zone Top,Long Stop Loss,Long Target,Short Entry,Short Entry Zone Bot,Short Entry Zone Top,Short Stop Loss,Short Target,Entry At Market 0No 1L 2S 3Both,Long Rev Zone,Short Rev Zone,Ext Pct vs MA200,Exhaustion Gradient,Ext Z Self Relative,Regime 0 Hlt 1 Ext 2 Clmx 3 Dist 4 Dn 5 Ign 6 Sqz,Exp Move Pct 21b,Dir Prob Pct Above 50 Bull,Long Ignition Fresh Breakout,RR To Target,Long Target T1 Waypoint,Short Target T1 Waypoint,Long RR Valid,Short RR Valid,Long In Zone,Short In Zone,Action Long Code,Action Short Code,MTF Long Aligned 0 To 3,Bear Warning Mask,Reversal Pattern Mask,Weak Level Mask,Bear Warning Age,Reversal Pattern Age,Weak Level Age,Z Velocity,Z Elasticity,Trend Bars Up,Buy Sigma Evidence,Sell Sigma Evidence,VP POC,VP VAH,VP VAL,VP HVN Above,VP HVN Below,RVOL Vs Avg,Energy IV30 Ann Pct,Energy IV Rank Pct,Energy IV HV Spread,Energy State 3 Exp 2 Warm 1 Sqz 0 Dorm,HV20 Ann Pct,ADX 14,DMI DI Plus,DMI DI Minus,POC,VAH,VAL,Volume
2006-12-27,20.15202129,20.27272878,20.11529107,20.25699026,19.99141233151694,20.084724822465798,19.582761279458367,19.39037248723977,18.854060273568,19.4152170110192,0,0,0,0,19.877298091812186,19.116570221511786,97.09792288285831,47.18162809330746,2,0,20.25699026,19.84162584588197,19.895651474118026,19.74241771665256,20.275049706299953,20.27272878,,,20.407792850590145,19.69136380512,1,2,0,7.440996613333224,0.13288317610256936,1.8965339361546871,0,3.2446445719214103,79.10239815204481,0,0.035096016166102945,20.275049706299953,19.69136380512,0,1,0,0,10,10,2,1,452,0,1,11,,1.765425544287226,1.8655457429163658,12,5.263715376491829,-0.9911930937054529,,,,,,0.8270755705548366,24.883336156766404,86.9047619047619,121.38635696447875,3,11.239778502140904,32.919234402929355,35.1063445353399,10.497161805182278,,,,1377300
2006-12-28,20.20450577,20.24648916,20.11529107,20.120539,20.034454554344627,20.159729869819046,19.63397820522424,19.419006468132327,18.866662051940455,19.434196988048015,0,0,0,0,19.88757504439412,19.119790345013676,97.83865157267212,36.574812533324284,2,1,19.86863866,19.8422901612654,19.894987158734597,19.736896166327007,20.363846308635594,20.27272878,,,20.404471273672993,19.69136380512,0,0,3,6.6459925163634495,0.08010702152138664,1.2485092244238962,0,3.3610711414279395,78.61108185237539,0,3.7589059902326594,20.363846308635594,19.69136380512,1,1,0,0,8,10,2,1,452,0,2,12,,1.3750164715165551,1.2304146163364105,13,5.21302520445296,-0.9568434384385845,,,,,,0.37990698013088314,27.001055913709664,89.28571428571429,131.90623233225364,3,11.64309196961342,34.42238598553958,33.42064921810048,9.993121389311364,,,,626100
2006-12-29,20.07855036,20.10479523,19.93161375,19.95785337,20.00892082622975,20.197967401454104,19.664823459012407,19.440137719185962,18.877519676995774,19.453776150953573,0,0,0,0,19.89141715394089,19.123453570318773,96.060420568777,34.355148138499004,2,2,19.80217614405747,19.776022848357485,19.828329439757454,19.67140966555755,20.403965539253107,20.27272878,20.246575484300017,20.298882075699986,20.40349525849992,19.70069986,0,0,1,5.722858254099576,0.028614291270497878,0.5983010234787434,0,3.3911827236730616,64.33506734333707,0,4.602015761983023,20.403965539253107,19.70069986,1,1,0,0,8,10,3,1,452,0,3,13,,0.5567773136895136,0.5885053434079561,14,3.296941814424498,-0.5567366366704881,,,,,,0.5226263038977433,28.429593665941965,90.07936507936508,142.0075073130401,3,11.7474015503031,34.3473040901544,31.265087605411917,15.619214788881273,,,,857000
2007-01-03,19.83189795,20.09429413,19.83189795,19.95785337,19.991898340819834,20.20200757901688,19.692731069582653,19.46044029372769,18.88826926598089,19.47363801535207,0,0,0,0,19.898773537047447,19.131678565250944,96.34819059000974,33.532927685271595,2,3,19.95785337,19.780650301891225,19.83390635426262,19.618873740514402,20.27272878,20.27272878,20.246100753814304,20.2993568061857,20.405868910928497,19.69136380512,1,5,2.5,5.662689836519345,0.028313449182596723,0.49986864208169013,0,3.396752777424844,69.33259508126233,0,0.9288918348215439,20.27272878,19.69136380512,1,1,0,0,8,10,2,1,452,0,4,14,,-0.09624951548730289,0.49547308625708647,15,4.037077978739504,-0.5217315524519904,,,,,,1.172734919490507,29.30927992127702,90.47619047619048,149.08672725266936,3,11.766696782501054,33.58668747347253,28.5142803565095,17.5885274113361,,,,1951900
2007-01-04,19.92112315,19.95260544,19.79516773,19.81091151,19.931569397213224,20.168262768960606,19.7039863496224,19.47418426299327,18.897449785821877,19.492601343888825,0,0,0,0,19.891415813280698,19.13716039919418,95.77081305689379,36.35688834784857,2,4,19.78467189,19.758493315327563,19.810850464672434,19.653779016637824,20.27272878,19.905718329986563,,,20.036611203348738,19.57136154156,0,0,2,4.833783047612399,0.02861335968250644,-0.02765943802863675,0,3.526603362533463,63.526660386225316,0,3.728674277396073,20.27272878,19.57136154156,1,1,0,0,8,10,2,1,452,0,5,15,,-0.09357749985358234,-0.021868198306248244,16,3.5412378693639157,-0.1462888546529762,,,,,,0.9614833735169845,29.615490317224396,90.47619047619048,142.42180859472853,3,12.216512404102403,32.633317541261476,26.932130501760877,17.865342234275662,,,,1611100
2007-01-05,19.81615418,19.81615418,19.52227571,19.58525604,19.816131611475484,20.090497297977485,19.692678701086933,19.478540018954316,18.904293629147034,19.509204798566106,0,0,0,0,19.868437639142787,19.14063738597142,97.3242117371539,54.58378902743972,2,5,19.361669905504442,19.334737314112182,19.388602496896702,19.22700694854314,20.27272878,19.868437639142787,19.841505047750527,19.895370230535047,20.00310059610409,19.35775616272,0,0,8,3.6021573945669396,0.1680107869728347,-0.7336379643332164,3,3.7689601258869536,66.75626194981405,0,6.765475042682739,20.27272878,19.35775616272,1,1,0,0,8,8,3,1,452,0,6,16,,-0.6451573296055744,-0.7213975999605876,0,5.531230478050169,1.4133851852500388,,,,,,0.9202320180144068,29.43782316408729,90.07936507936508,125.47247198778373,3,13.056060859474789,30.426996991836834,24.308260493426673,25.17159986638478,,,,1561100
2007-01-08,19.58000287,19.76892812,19.48554024,19.7426885,19.79165057431699,20.006572840936798,19.697441539078653,19.48889878291689,18.91263586666796,19.524595759559666,0,0,0,0,19.85952075434595,19.14535079639979,97.42817812460123,43.06503455727662,2,6,19.7426885,19.673160776207187,19.728238943792814,19.302063159314976,20.27272878,19.85952075434595,,,19.997216173310022,19.45785219612,1,5,0,4.3888786268811115,0.17194439313440554,-0.2250126579959602,3,3.807626382741408,73.11297721154122,0,1.202927364949023,20.27272878,19.45785219612,1,1,0,0,8,10,2,1,452,0,7,17,,-0.5627555405585012,-0.2160679328722012,1,4.4624432812771015,-0.5929362913449793,,,,,,0.9374769321621023,28.769590615542672,88.88888888888889,118.11660620966656,3,13.190004702295635,28.559493009910312,22.074854671662266,24.04988909927873,,,,1587500
2007-01-09,19.84765222,19.92112315,19.66921757,19.84239905,19.808566732877992,19.936221856183984,19.711247016309258,19.502761538488777,18.921887241626486,19.539395816028843,0,0,0,0,19.858197397925423,19.151738191164664,97.17622427518009,58.88510838119373,2,7,19.70069986,19.672878696656674,19.728521023343326,19.561594043283364,20.27272878,19.858197397925423,,,19.99730321464206,19.57136154156,0,5,6.5,4.864799143018198,0.174323995715091,0.061597106407979496,3,3.783358378060212,53.458679876954236,0,4.112185482259487,20.27272878,19.57136154156,1,1,0,0,8,8,2,1,452,0,8,18,,-0.1986342496305561,0.06685854456542846,2,4.160517097722848,1.8839332250447611,,,,,,1.083731601181223,27.57955981172025,87.3015873015873,110.43560628258646,3,13.105937868083334,26.983176526988167,25.174603070327805,22.105614703186117,,,,1875300
2007-01-10,19.7321979,19.83715112,19.69545719,19.7321979,19.783110455251993,19.869953092729865,19.713242338565518,19.511759042861765,18.929950034247117,19.55292979822103,0,0,0,0,19.85197193994942,19.15529322505231,97.04016894844455,68.85470267874592,2,8,19.7321979,19.67355394171691,19.72784577828309,19.478289843735283,20.27272878,19.85197193994942,,,19.987701531364866,19.45785219612,1,5,6.5,4.237981950831859,0.1711899097541593,-0.30629118694252827,3,3.7896557172268586,50.945426137594644,0,2.1288449368320235,20.27272878,19.45785219612,1,1,0,0,8,8,2,1,452,0,9,19,,-0.38472863085443554,-0.30165337277666754,3,4.151530286261927,2.1924891279550245,,,,,,0.7299848920738378,25.988807815755926,85.71428571428571,97.96844763676877,3,13.127752490861585,25.51945407856046,23.95789719694027,21.037235147446083,,,,1261100
2007-01-11,19.80041566,19.82665528,19.6534738,19.75318435,19.773135086834664,19.812512565370998,19.717046339654516,19.521226701965226,18.938141420473514,19.565420090444245,0,0,0,0,19.84813935006063,19.15826967352212,98.21563275777736,58.756829990841624,2,9,19.70069986,19.673946672665704,19.727453047334297,19.566933923328513,20.238798067218156,19.84813935006063,,,19.98190528673212,19.48554024,0,7,6.5,4.303711285233971,0.17151855642616987,-0.2461569420406582,3,3.5904104373413963,78.60260510230316,0,4.022684852419925,20.238798067218156,19.48554024,1,1,0,0,8,8,2,1,388,0,10,0,,-0.9028789648302298,-0.2479283653428323,4,6.353544171226549,0.3684605653716325,,,,,,0.6125780067727271,23.747106610349565,82.53968253968254,90.93079514486165,3,12.43754659500178,23.91692962513817,22.573194332778144,21.222486599624563,,,,1030200
2007-01-12,19.75318435,19.81091151,19.69020926,19.72694473,19.75773830122311,19.759587843387447,19.717989043496942,19.52929407561365,18.94599020962303,19.576748832076213,0,0,0,0,19.84416506847223,19.160732993523194,97.50597456057818,67.6901489136578,2,10,19.544776002060452,19.48554024,19.58525604,19.38186046382975,20.204069474283457,19.84416506847223,,,19.973764788685042,19.48554024,0,2.5,3,4.1220042433058355,0.21425700132196351,-0.334088126242297,3,3.479738329050641,52.04612420424139,0,4.04684218204766,20.204069474283457,19.48554024,1,1,0,0,8,8,3,1,388,0,11,1,,-1.3491758408434746,-0.33686800235520586,5,4.104410207014558,2.0228943710910503,,,,,,0.5592099133513463,20.436932094109157,74.60317460317461,69.5424645502462,3,12.054167165921076,22.42887120410319,21.634646731728854,20.34009868443901,,,,900300
2007-01-16,19.70595303,19.74793642,19.60099981,19.69545719,19.736977930815407,19.71356078068744,19.71584315268771,19.53581027617782,18.953447592512354,19.58679274132098,0,0,0,0,19.838628938447464,19.163450355691918,98.36949861300144,53.38601241999538,2,11,19.53152165554883,19.45785219612,19.58525604,19.3563303821762,20.165015077895752,19.838628938447464,,,19.965531205877216,19.497218521104237,0,6.5,3,3.9149056859754574,0.18606830562641785,-0.43026837458986067,3,3.4882735549927966,79.73883315430402,0,3.6160101479455085,20.165015077895752,19.497218521104237,1,1,0,0,15,8,2,1,388,0,0,0,,-1.1319502175723246,-0.4364042278199876,0,6.043691836624703,-0.15182920806115097,,,,,,0.6930951634806226,16.23522562121954,60.714285714285715,34.35603221755883,3,12.083734055892862,21.144613317208094,20.516336177215386,22.42699706399277,,,,1061600
2007-01-17,19.72694473,19.75318435,19.61673833,19.67447074,19.716142200543604,19.678526430059737,19.711902922907928,19.54124794142575,18.96062195218885,19.59563612195787,0,0,0,0,19.832459210547285,19.166160018626798,97.9577044049513,42.48889670248239,2,12,19.54232268487728,19.48554024,19.58525604,19.386396912052184,20.156051215136543,19.832459210547285,,,19.956407338586974,19.517203547863446,0,5.5,4.5,3.764901750645073,0.16882450875322536,-0.4887340097132884,3,3.3319311237325726,73.20983569766136,0,3.9360300682792757,20.156051215136543,19.517203547863446,1,1,0,0,15,10,2,1,388,0,1,1,,-0.8438593137932203,-0.4941578931225046,0,4.470089601057225,-0.590127982797836,,,,,,0.7516807516807517,14.729400240354368,51.19047619047619,27.614030392137284,3,11.542147987249757,19.91770615864816,19.69696707959369,21.324669989618116,,,,1113600
2007-01-18,19.43306101,19.86863866,19.41731724,19.65872697,19.697003790362402,19.652827873399126,19.706838546440505,19.54585496215415,18.967568270774034,19.603503641475292,0,0,0,0,19.82240057755854,19.17039400989628,98.56559722590498,39.858964859475236,2,13,19.539700832719138,19.48554024,19.58525604,19.377359956191313,20.154332533152367,19.82240057755854,,,19.9576259323194,19.497931060847623,0,8,6.5,3.6438972532442646,0.16821948626622132,-0.5227549543354596,3,2.9263118930328074,81.13564165043401,0,3.78605631298216,20.154332533152367,19.497931060847623,1,1,0,0,15,10,2,1,1412,0,2,0,,-0.8787607362936516,-0.5328097453912214,0,5.943218747227986,-0.5965383241125087,,,,,,1.2919865472761072,15.816011159715709,57.53968253968254,56.021959284461296,3,10.137041755051767,19.86680658320012,16.762162709162055,24.730964257983373,,,,1820900
2007-01-19,19.81091151,20.03656697,19.64822587,19.87913451,19.7577140302416,19.66029149834199,19.723247685827122,19.558924748344182,18.976638581612104,19.61199845523464,0,0,0,1,19.8257923712972,19.177022151440372,97.94008926794623,32.01884405956024,2,14,19.87913451,19.53299026314044,19.590151485980186,19.421844727282025,20.15934716358307,19.92112315,,,20.064026207099367,19.57136154156,1,3.5,11,4.75582608851703,0.17377913044258514,0.14905279357260046,6,3.0522080949220176,75.46061431690867,0,0.6127682361884013,20.15934716358307,19.57136154156,0,1,0,0,8,10,3,1,1412,0,3,1,,-0.11487538472889469,0.14416344415497165,1,4.346816246361678,-1.0838745423394487,,,,,,1.3956263674144482,17.883570162912793,68.65079365079364,69.14122049553542,3,10.57315899135589,18.748493510891468,19.974690920805664,21.730662971401664,,,,1999800
