time,open,high,low,close,Sprint Line EMA,Hull Baseline HMA,MA 20 Fast,MA 50 Mid,MA 200 Slow,Weinstein MA 150,Golden Cross,Death Cross,Zone 0 Long,Zone 0 Short,AVWAP Resistance,AVWAP Support,Buy Score,Sell Score,Stage 1 Base 2 Up 3 Top 4 Down,Stage Age Bars,Long Entry,Long Entry Zone Bot,Long Entry Zone Top,Long Stop Loss,Long Target,Short Entry,Short Entry Zone Bot,Short Entry Zone Top,Short Stop Loss,Short Target,Entry At Market 0No 1L 2S 3Both,Long Rev Zone,Short Rev Zone,Ext Pct vs MA200,Exhaustion Gradient,Ext Z Self Relative,Regime 0 Hlt 1 Ext 2 Clmx 3 Dist 4 Dn 5 Ign 6 Sqz,Exp Move Pct 21b,Dir Prob Pct Above 50 Bull,Long Ignition Fresh Breakout,RR To Target,Long Target T1 Waypoint,Short Target T1 Waypoint,Zone RR Flags Pack,Action Long Code,Action Short Code,MTF Long Aligned 0 To 3,Bear Warning Mask,Reversal Pattern Mask,Weak Level Mask,Bear Warning Age,Reversal Pattern Age,Weak Level Age,Z Volume,Z RSI,Z Velocity,Z Elasticity,Trend Bars Up,Buy Sigma Evidence,Sell Sigma Evidence,Premove Pack,Darvas Box Top,Buy Category Pack,Sell Category Pack,VP POC,VP VAH,VP VAL,VP HVN Above,VP HVN Below,RVOL Vs Avg,Energy IV30 Ann Pct,Energy IV Rank Pct,Energy IV HV Spread,Energy State 3 Exp 2 Warm 1 Sqz 0 Dorm,HV20 Ann Pct,ADX 14,DMI DI Plus,DMI DI Minus,POC,VAH,VAL,Volume
2025-05-05,47.21,48.34,45.56,48.05,48.01453229112941,50.08002857142857,45.49860683093196,44.607915836856606,37.049177888594315,46.28239050087437,0,0,0,0,44.64960699954692,43.5040783997842,87.84901589123044,96.50294342861486,5,5,43.94890201986152,,,42.41069044916637,45.56,49.720000000000006,49.267796678054566,50.172203321945446,51.4602,43.7549,0,3.5,0,29.692486414907236,0.3169642046568708,0.2393337472481319,1,27.872176197728997,19.281838055101325,0,3.427824388001394,45.56,43.7549,8,8,8,1,1,3340,0,2,1,,0,0.0821630154434015,1.1480141806586772,0.2325056154986045,10,2.0594529991733963,4.810908538322484,852,45.56,32,65568,,,,,,0.7530477418655894,14.173554048236536,0,-85.32029722567944,0,96.55205058395708,13.754156701693496,23.247499831027273,19.682131014886032,,,,37137883
2025-05-06,46.325,48.88,45.8248,48.69,48.23968819408628,50.18333549783549,45.80254903750987,44.76799756874458,37.16500696432969,46.243720120474386,0,0,0,0,44.694543675571566,43.662611971789495,86.99063071909406,95.21530043387591,5,6,44.039826711333156,,,42.498432776436495,51.3,49.720000000000006,49.272818343907815,50.1671816560922,51.4602,44.45,0,3.5,0,31.010334658975815,0.3050516732948791,0.31539517807766704,1,27.856843921630677,24.468344664313364,0,3.0283875416618895,51.3,44.45,12,8,8,1,1,3340,0,3,2,,0,0.02944752291109204,0.7818926231194041,0.3102564000565175,11,2.185090043208759,3.901707239042495,4928,51.3,320,65536,,,,,,0.6643808599875677,14.224064332700115,0.3968253968253968,-85.25987474647444,0,96.49893802156116,13.535559032345951,22.907558052417762,18.481499438340812,,,,31103085
2025-05-07,48.85,50.51,48.3201,49.99,48.823125462724185,50.29696363636365,46.20135389108036,44.972781977813426,37.29261883533139,46.22147805930177,0,0,0,0,44.766970060259496,43.894923837326374,87.153375301669,93.45482302865003,5,7,49.45,49.01520721220011,49.884792787799896,47.27603606100054,52.418402789141744,52.418402789141744,51.98361000134185,52.85319557694164,54.59236672814121,45.785399999999996,0,3.5,0,34.0479739991845,0.32023986999592247,0.5315579620683123,1,27.3350068876728,27.856751932517408,0,3.0511098506052012,51.3,45.785399999999996,12,8,8,1,1,3340,0,4,3,,0,-0.06763244476764002,0.5025014219899048,0.5251160848608976,12,2.322270920112511,3.4520322435049993,21312,51.3,320,65536,,,,,,0.8506271788115847,14.1362865024663,0,-85.07117841404093,0,94.69124150938899,13.830583618484123,25.22464575872429,17.65038441487306,,,,38779341
2025-05-08,51.729,54.84,51.61,54.07,50.57208364181612,50.803964502164504,46.95074875859652,45.32953562574231,37.45955795139774,46.23572855785242,0,0,0,0,44.926406868907655,44.34990730252775,90.90309314458287,95.88266603535989,5,8,54.07,,,47.214801342357646,,57.87,57.42296026847153,58.31703973152847,60.105198657642354,50.465,1,2,0,44.34233332425768,0.3717116666212884,1.3311507604094677,1,19.667276047696546,22.904113120941297,0,3.3129046381097242,,50.465,8,15,8,1,1,3372,0,0,0,,0.3966645517735846,-0.30925313401296206,0.5260879334154109,1.3137949884217468,13,3.5815260951589085,5.668271538741007,21340,51.3,848,65568,,,,,,1.1327473509813768,14.379365310425147,1.1904761904761905,-78.89405118274563,0,68.12944272218567,15.178208108137156,31.42936087367475,15.940637767437716,,,,49440028
2025-05-09,54.94,56.315,53.742,54.65,51.93138909454408,51.63092727272728,47.684010781587325,45.69504403257594,37.6306071260107,46.284221040119405,0,0,0,0,45.07355134603619,44.74691924713338,93.17416523951754,95.05188694428887,5,9,50.465,50.02691846358071,50.9030815364193,48.274592317903526,54.886340648937974,54.65,54.44825911251868,55.32442218535727,59.81965229135436,50.465,2,0,9,45.22752666997312,0.3761376333498656,1.256729470687837,1,18.851611495955503,34.03456213246486,0,0.8095322014207645,51.3,50.465,6,15,5,2,1,3372,0,1,1,,0.1203603614032533,-0.28253953387647945,0.39214616195631846,1.2399922384769426,14,3.8065056356875404,3.971909649533181,17244,51.3,576,69632,,,,,,1.0390512931026854,14.37662298185053,1.1904761904761905,-77.98504613149397,0,65.3038978310889,16.731332158407167,32.78739766372766,15.104702771693468,,,,44325538
2025-05-12,59.18,59.33,55.8893,57.43,53.76425939636272,52.91923982683984,48.612200230959964,46.15523838423963,37.827616010329,46.378978977159306,0,0,0,0,45.24570504476192,45.18750567790124,94.05274656186495,82.93042628814709,5,10,46.05589196815427,,,44.44393574926887,51.3,61.9108,,,64.07767799999999,50.465,0,0,0,51.82029970992218,0.40910149854961086,1.6515873383265698,1,18.14858527675138,50.30441648724703,0,3.2532571110844413,51.3,50.465,12,10,8,1,1,3372,0,2,2,,0,-0.31921297548758176,0.8900378914188795,1.6277152880351151,15,3.6567665235117452,1.43149867462348,17244,51.3,320,65536,,,,,,0.981609213654581,19.267367965201533,1.9841269841269842,-69.35292775813573,0,62.86854356965972,18.72050409748553,35.734323719363715,13.697669851817507,,,,41385936
2025-05-13,58.92,63.415,58.82,62.57,56.69950626424181,54.946283116883116,49.94151449467806,46.79895452603416,38.073808885848116,46.546429242745155,0,0,0,0,45.57354862709822,45.98514013638043,60,54.43685417300201,5,11,54.346019999999996,,,52.443909299999994,59.5447960894634,66.91,66.44002790992418,67.37997209007581,69.25184999999999,54.346019999999996,0,0,0,64.3386932670585,0.5467820214197778,2.4496190162926412,2,19.51348720608901,83.1331692519988,0,2.733161686889936,59.5447960894634,54.346019999999996,12,17,8,1,1,3372,0,3,3,,1.031813568643456,-0.29436150837072983,1.5651528851203271,2.403361156705874,16,6.653631082064346,-1.1485580832565732,18268,51.3,592,65536,,,,,,1.3397047626897312,22.278662436200694,2.380952380952381,-67.04179109843673,0,67.59670254758284,21.16329221992909,39.43192309071697,12.14019601844921,,,,57297876
2025-05-14,62.375,63.78,61.09,61.39,58.26300417616121,57.15509826839828,51.03184644756586,47.37115238775831,38.30581078748147,46.77234622683383,0,0,0,0,45.78774951564144,46.48144692081598,60,69.37821617442522,3,0,54.346019999999996,,,52.443909299999994,61.561098648473234,61.561098648473234,61.10067813625997,62.021519160686495,63.71573710116979,54.346019999999996,0,0,0,60.26289155081025,0.5136722248614027,1.848757259038407,3,19.770574596174495,43.18602226926308,0,3.34862614163572,61.561098648473234,54.346019999999996,14,17,8,1,1,3372,0,0,4,,0,-0.07655189083146313,1.4277510257477004,1.821241304616641,17,3.4246508569159904,2.142934887348405,1884,51.3,48,69648,,,,,,0.9598271503796298,23.33999022413543,3.1746031746031744,-65.92069296409008,0,68.48727939080952,23.479595518452147,38.082770691897714,11.506902136176784,,,,41568220
2025-05-15,60.305,60.83,57.68,60.68,59.06866945077414,59.218986580086586,51.95071821446435,47.89306798039524,38.52843953586474,47.04545360693292,0,0,0,0,45.96413258417686,46.875074339456454,95.83996622302902,57.535709108594006,2,0,60.68,,,53.30946667568868,62.8502346089143,65.578,,,67.87322999999999,54.346019999999996,1,3.5,0,57.494050449448295,0.5493174407443566,1.4374877969974733,3,17.241211703178024,62.71094637223458,0,0.2944474318779476,62.8502346089143,54.346019999999996,8,8,8,1,1,3372,0,1,5,,0,0.018700975491159733,1.7881108413102549,1.419338022363595,18,4.252198554311329,0.20973349779922934,1884,51.3,34,65584,,,,,,0.8593465149250346,23.480033370755717,3.5714285714285716,-60.68662742338338,0,59.72530930791095,24.25280255909593,35.34431642019252,17.28879412512508,,,,36789191
2025-05-16,60.905,62.14,60.46,61.76,59.96577963384942,61.03784891774892,52.88493552737251,48.43686923606601,38.75959934147803,47.36615130022372,0,0,0,0,46.087942095267,47.145321988091204,96.54549192070577,34.864830271577894,2,1,61.76,,,53.85661484152976,64.09972625733027,65.578,65.578,66.46350833228614,67.87322999999999,54.346019999999996,1,2,0,59.34117237870521,0.38341162401876594,1.422255023945809,1,17.226280677241892,77.24984928385834,0,0.2960410267773347,64.09972625733027,54.346019999999996,8,8,10,2,1,3372,0,2,6,,0,0.029698098931817296,1.5514238747796967,1.4048750540988497,19,4.314752861651437,-2.192253791719797,18268,51.3,66,32,,,,,,0.5727909942050113,23.077192481404595,3.1746031746031744,-61.32762625631094,0,59.673586716849925,25.20252628845704,36.788635095746976,16.703069739658588,,,,24538706
